conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,91
Mental Health Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,82
Mental Health Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,9
Alcohol Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,22
Alcohol Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,18
Alcohol Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,4
Drug Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,10
Drug Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,9
Drug Use Disorder,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,24
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,22
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,2
Chronic Health Condition,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,46
Chronic Health Condition,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,43
Chronic Health Condition,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,3
HIV/AIDS,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,2
HIV/AIDS,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,18
Development Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,17
Development Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_start,45
Physical Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_latest_assessment_for_stayers,42
Physical Disability,chronically_homeless,2021-07-01,2021-07-31,Q26e,conditions_at_exit_for_leavers,3
