ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,144,all_households,2021-07-01,2021-07-31,Q26a,without_children,139
Chronically Homeless ,144,all_households,2021-07-01,2021-07-31,Q26a,with_children_and_adults,5
Chronically Homeless ,144,all_households,2021-07-01,2021-07-31,Q26a,with_only_children,0
Chronically Homeless ,144,all_households,2021-07-01,2021-07-31,Q26a,unknown_household_type,0
Not Chronically Homeless,565,all_households,2021-07-01,2021-07-31,Q26a,without_children,471
Not Chronically Homeless,565,all_households,2021-07-01,2021-07-31,Q26a,with_children_and_adults,93
Not Chronically Homeless,565,all_households,2021-07-01,2021-07-31,Q26a,with_only_children,0
Not Chronically Homeless,565,all_households,2021-07-01,2021-07-31,Q26a,unknown_household_type,1
Client Doesn't Know/Client Refused,11,all_households,2021-07-01,2021-07-31,Q26a,without_children,11
Client Doesn't Know/Client Refused,11,all_households,2021-07-01,2021-07-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,11,all_households,2021-07-01,2021-07-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,11,all_households,2021-07-01,2021-07-31,Q26a,unknown_household_type,0
Data Not Collected,33,all_households,2021-07-01,2021-07-31,Q26a,without_children,29
Data Not Collected,33,all_households,2021-07-01,2021-07-31,Q26a,with_children_and_adults,3
Data Not Collected,33,all_households,2021-07-01,2021-07-31,Q26a,with_only_children,0
Data Not Collected,33,all_households,2021-07-01,2021-07-31,Q26a,unknown_household_type,1
