gender_identity,total,population,start_date,end_date,question,household_type,count
Male,132,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,126
Male,132,children,2021-07-01,2021-07-31,Q10b,with_only_children,6
Male,132,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
Female,124,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,114
Female,124,children,2021-07-01,2021-07-31,Q10b,with_only_children,10
Female,124,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2021-07-01,2021-07-31,Q10b,with_only_children,0
No Single Gender,0,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
Questioning,0,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,0
Questioning,0,children,2021-07-01,2021-07-31,Q10b,with_only_children,0
Questioning,0,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
Transgender,0,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,0
Transgender,0,children,2021-07-01,2021-07-31,Q10b,with_only_children,0
Transgender,0,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2021-07-01,2021-07-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
Data Not Collected,1,children,2021-07-01,2021-07-31,Q10b,with_children_and_adults,1
Data Not Collected,1,children,2021-07-01,2021-07-31,Q10b,with_only_children,0
Data Not Collected,1,children,2021-07-01,2021-07-31,Q10b,unknown_household_type,0
