living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",126,all_persons,2021-07-01,2021-07-31,Q15,Homeless Situations,without_children,110
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",126,all_persons,2021-07-01,2021-07-31,Q15,Homeless Situations,with_children_and_adults,16
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",126,all_persons,2021-07-01,2021-07-31,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",126,all_persons,2021-07-01,2021-07-31,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-07-01,2021-07-31,Q15,NA,without_children,3
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-07-01,2021-07-31,Q15,NA,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-07-01,2021-07-31,Q15,NA,with_only_children,0
Transitional housing for homeless persons (including homeless youth),3,all_persons,2021-07-01,2021-07-31,Q15,NA,unknown_household_type,0
Place not meant for human habitation,222,all_persons,2021-07-01,2021-07-31,Q15,NA,without_children,204
Place not meant for human habitation,222,all_persons,2021-07-01,2021-07-31,Q15,NA,with_children_and_adults,18
Place not meant for human habitation,222,all_persons,2021-07-01,2021-07-31,Q15,NA,with_only_children,0
Place not meant for human habitation,222,all_persons,2021-07-01,2021-07-31,Q15,NA,unknown_household_type,0
Safe Haven,5,all_persons,2021-07-01,2021-07-31,Q15,NA,without_children,4
Safe Haven,5,all_persons,2021-07-01,2021-07-31,Q15,NA,with_children_and_adults,1
Safe Haven,5,all_persons,2021-07-01,2021-07-31,Q15,NA,with_only_children,0
Safe Haven,5,all_persons,2021-07-01,2021-07-31,Q15,NA,unknown_household_type,0
Host Home,0,all_persons,2021-07-01,2021-07-31,Q15,NA,without_children,0
Host Home,0,all_persons,2021-07-01,2021-07-31,Q15,NA,with_children_and_adults,0
Host Home,0,all_persons,2021-07-01,2021-07-31,Q15,NA,with_only_children,0
Host Home,0,all_persons,2021-07-01,2021-07-31,Q15,NA,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-07-01,2021-07-31,Q15,Institutional Settings,without_children,9
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-07-01,2021-07-31,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,9,all_persons,2021-07-01,2021-07-31,Q15,Institutional Settings,with_only_children,0
