persons_served,total,population,start_date,end_date,question,household_type,count
Adults,922,all_persons,2021-07-01,2021-07-31,Q7a,without_children,751
Adults,922,all_persons,2021-07-01,2021-07-31,Q7a,with_children_and_adults,168
Adults,922,all_persons,2021-07-01,2021-07-31,Q7a,with_only_children,0
Adults,922,all_persons,2021-07-01,2021-07-31,Q7a,unknown_household_type,3
Children,257,all_persons,2021-07-01,2021-07-31,Q7a,without_children,0
Children,257,all_persons,2021-07-01,2021-07-31,Q7a,with_children_and_adults,241
Children,257,all_persons,2021-07-01,2021-07-31,Q7a,with_only_children,16
Children,257,all_persons,2021-07-01,2021-07-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-07-01,2021-07-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-07-01,2021-07-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-07-01,2021-07-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-07-01,2021-07-31,Q7a,unknown_household_type,1
Data Not Collected,9,all_persons,2021-07-01,2021-07-31,Q7a,without_children,0
Data Not Collected,9,all_persons,2021-07-01,2021-07-31,Q7a,with_children_and_adults,0
Data Not Collected,9,all_persons,2021-07-01,2021-07-31,Q7a,with_only_children,0
Data Not Collected,9,all_persons,2021-07-01,2021-07-31,Q7a,unknown_household_type,9
For PSH and RRH - the total persons served who moved into housing,116,all_persons,2021-07-01,2021-07-31,Q7a,without_children,82
For PSH and RRH - the total persons served who moved into housing,116,all_persons,2021-07-01,2021-07-31,Q7a,with_children_and_adults,34
For PSH and RRH - the total persons served who moved into housing,116,all_persons,2021-07-01,2021-07-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,116,all_persons,2021-07-01,2021-07-31,Q7a,unknown_household_type,0
