length_participation,total,population,start_date,end_date,question,status,count
30 days or less,22,youth,2022-04-01,2022-04-30,Q27e,leavers,10
30 days or less,22,youth,2022-04-01,2022-04-30,Q27e,stayers,12
31 to 60 days,10,youth,2022-04-01,2022-04-30,Q27e,leavers,3
31 to 60 days,10,youth,2022-04-01,2022-04-30,Q27e,stayers,7
61 to 90 days,9,youth,2022-04-01,2022-04-30,Q27e,leavers,1
61 to 90 days,9,youth,2022-04-01,2022-04-30,Q27e,stayers,8
91 to 180 days,19,youth,2022-04-01,2022-04-30,Q27e,leavers,2
91 to 180 days,19,youth,2022-04-01,2022-04-30,Q27e,stayers,17
181 to 365 days,16,youth,2022-04-01,2022-04-30,Q27e,leavers,2
181 to 365 days,16,youth,2022-04-01,2022-04-30,Q27e,stayers,14
366 to 730 Days (1-2 Yrs),8,youth,2022-04-01,2022-04-30,Q27e,leavers,1
366 to 730 Days (1-2 Yrs),8,youth,2022-04-01,2022-04-30,Q27e,stayers,7
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-04-01,2022-04-30,Q27e,stayers,5
"More than 1,825 Days (>5 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
Data Not Collected,0,youth,2022-04-01,2022-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2022-04-01,2022-04-30,Q27e,stayers,0
