conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,50,2,2,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,46
Mental Health Disorder,50,2,2,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Mental Health Disorder,50,2,2,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,5,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,5
Alcohol Use Disorder,5,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Alcohol Use Disorder,5,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Drug Use Disorder,11,2,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,9
Drug Use Disorder,11,2,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Drug Use Disorder,11,2,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,14,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,14
Both Alcohol and Drug Use Disorders,14,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,14,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Chronic Health Condition,34,6,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,28
Chronic Health Condition,34,6,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Chronic Health Condition,34,6,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
HIV/AIDS,0,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,0
HIV/AIDS,0,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
HIV/AIDS,0,0,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Development Disability,5,0,3,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,2
Development Disability,5,0,3,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Development Disability,5,0,3,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
Physical Disability,35,4,0,all_persons,2022-04-01,2022-04-30,Q13b1,without_children,31
Physical Disability,35,4,0,all_persons,2022-04-01,2022-04-30,Q13b1,with_only_children,0
Physical Disability,35,4,0,all_persons,2022-04-01,2022-04-30,Q13b1,unknown_household_type,0
