number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,226
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,45
Adults with Only Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,264
Adults with Only Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,38
Adults with Both Earned and Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,37
Adults with Both Earned and Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with Both Earned and Other Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,9
Adults with No Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,836
Adults with No Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,10
Adults with No Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,124
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,3
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,62
Adults with Missing Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,9
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,742
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,410
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,1432
Total Adults,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,1207
Total Adults,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,225
1 or More Source of Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,590
1 or More Source of Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,46
1 or More Source of Income,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,99
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_annual_assessment_stayers,55
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-04-01,2022-04-30,Q18,number_of_adults_at_exit_leavers,0
