dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,52,all_persons,2022-04-01,2022-04-30,Q14b,without_children,41
Yes,52,all_persons,2022-04-01,2022-04-30,Q14b,with_children_and_adults,11
Yes,52,all_persons,2022-04-01,2022-04-30,Q14b,with_only_children,0
Yes,52,all_persons,2022-04-01,2022-04-30,Q14b,unknown_household_type,0
No,240,all_persons,2022-04-01,2022-04-30,Q14b,without_children,191
No,240,all_persons,2022-04-01,2022-04-30,Q14b,with_children_and_adults,49
No,240,all_persons,2022-04-01,2022-04-30,Q14b,with_only_children,0
No,240,all_persons,2022-04-01,2022-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_persons,2022-04-01,2022-04-30,Q14b,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2022-04-01,2022-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2022-04-01,2022-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2022-04-01,2022-04-30,Q14b,unknown_household_type,0
Data Not Collected,18,all_persons,2022-04-01,2022-04-30,Q14b,without_children,16
Data Not Collected,18,all_persons,2022-04-01,2022-04-30,Q14b,with_children_and_adults,2
Data Not Collected,18,all_persons,2022-04-01,2022-04-30,Q14b,with_only_children,0
Data Not Collected,18,all_persons,2022-04-01,2022-04-30,Q14b,unknown_household_type,0
