count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,867,199,244,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,393
None,867,199,244,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,21
None,867,199,244,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,10
1 Condition,378,38,15,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,323
1 Condition,378,38,15,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,0
1 Condition,378,38,15,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,2
2 Conditions,165,6,1,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,158
2 Conditions,165,6,1,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,0
2 Conditions,165,6,1,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,0
3+ Conditions,134,2,0,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,132
3+ Conditions,134,2,0,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,0
3+ Conditions,134,2,0,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,0
Condition Unknown,107,14,5,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,87
Condition Unknown,107,14,5,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,1
Condition Unknown,107,14,5,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,6
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,6,0,0,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,0
Data Not Collected,214,29,116,all_persons,2022-04-01,2022-04-30,Q13a2,without_children,40
Data Not Collected,214,29,116,all_persons,2022-04-01,2022-04-30,Q13a2,with_only_children,22
Data Not Collected,214,29,116,all_persons,2022-04-01,2022-04-30,Q13a2,unknown_household_type,7
