income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2016-01-01,2016-01-31,Q17,income_at_start,143
Earned Income,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,3
Earned Income,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,40
Unemployment Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_start,4
Unemployment Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,2
Supplemental Security Income (SSI),adults,2016-01-01,2016-01-31,Q17,income_at_start,53
Supplemental Security Income (SSI),adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,16
Supplemental Security Income (SSI),adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,6
Social Security Disability Insurance (SSDI),adults,2016-01-01,2016-01-31,Q17,income_at_start,45
Social Security Disability Insurance (SSDI),adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,9
Social Security Disability Insurance (SSDI),adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,6
VA Service - Connected Disability Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_start,3
VA Service - Connected Disability Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,1
VA Non-Service Connected Disability Pension,adults,2016-01-01,2016-01-31,Q17,income_at_start,0
VA Non-Service Connected Disability Pension,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
Private Disability Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_start,1
Private Disability Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_start,0
Worker's Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2016-01-01,2016-01-31,Q17,income_at_start,4
Temporary Assistance for Needy Families (TANF),adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
General Assistance (GA),adults,2016-01-01,2016-01-31,Q17,income_at_start,0
General Assistance (GA),adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2016-01-01,2016-01-31,Q17,income_at_start,7
Retirement Income from Social Security,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,3
Pension or retirement income from a former job,adults,2016-01-01,2016-01-31,Q17,income_at_start,1
Pension or retirement income from a former job,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,1
Child Support,adults,2016-01-01,2016-01-31,Q17,income_at_start,16
Child Support,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,2
Alimony and other spousal support,adults,2016-01-01,2016-01-31,Q17,income_at_start,1
Alimony and other spousal support,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
Other Source,adults,2016-01-01,2016-01-31,Q17,income_at_start,4
Other Source,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-01-01,2016-01-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-01-01,2016-01-31,Q17,income_at_latest_annual_assessment_for_stayers,33
Adults with Income Information at Start and Annual Assessment/Exit,adults,2016-01-01,2016-01-31,Q17,income_at_exit_for_leavers,0
