dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,9,all_persons,2016-01-01,2016-01-31,Q14b,without_children,5
Yes,9,all_persons,2016-01-01,2016-01-31,Q14b,with_children_and_adults,4
Yes,9,all_persons,2016-01-01,2016-01-31,Q14b,with_only_children,0
Yes,9,all_persons,2016-01-01,2016-01-31,Q14b,unknown_household_type,0
No,36,all_persons,2016-01-01,2016-01-31,Q14b,without_children,23
No,36,all_persons,2016-01-01,2016-01-31,Q14b,with_children_and_adults,13
No,36,all_persons,2016-01-01,2016-01-31,Q14b,with_only_children,0
No,36,all_persons,2016-01-01,2016-01-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-01-01,2016-01-31,Q14b,unknown_household_type,0
Data Not Collected,22,all_persons,2016-01-01,2016-01-31,Q14b,without_children,14
Data Not Collected,22,all_persons,2016-01-01,2016-01-31,Q14b,with_children_and_adults,8
Data Not Collected,22,all_persons,2016-01-01,2016-01-31,Q14b,with_only_children,0
Data Not Collected,22,all_persons,2016-01-01,2016-01-31,Q14b,unknown_household_type,0
