conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,23
Mental Health Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,21
Mental Health Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,5
Alcohol Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,0
Drug Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,5
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,1
Chronic Health Condition,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,12
Chronic Health Condition,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,12
Chronic Health Condition,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,0
HIV/AIDS,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,3
Development Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,2
Development Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_start,14
Physical Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_latest_assessment_for_stayers,12
Physical Disability,chronically_homeless,2016-01-01,2016-01-31,Q26e,conditions_at_exit_for_leavers,2
