ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,40,all_households,2016-01-01,2016-01-31,Q26a,without_children,39
Chronically Homeless ,40,all_households,2016-01-01,2016-01-31,Q26a,with_children_and_adults,1
Chronically Homeless ,40,all_households,2016-01-01,2016-01-31,Q26a,with_only_children,0
Chronically Homeless ,40,all_households,2016-01-01,2016-01-31,Q26a,unknown_household_type,0
Not Chronically Homeless,234,all_households,2016-01-01,2016-01-31,Q26a,without_children,169
Not Chronically Homeless,234,all_households,2016-01-01,2016-01-31,Q26a,with_children_and_adults,65
Not Chronically Homeless,234,all_households,2016-01-01,2016-01-31,Q26a,with_only_children,0
Not Chronically Homeless,234,all_households,2016-01-01,2016-01-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_households,2016-01-01,2016-01-31,Q26a,without_children,3
Client Doesn't Know/Client Refused,3,all_households,2016-01-01,2016-01-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_households,2016-01-01,2016-01-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_households,2016-01-01,2016-01-31,Q26a,unknown_household_type,0
Data Not Collected,93,all_households,2016-01-01,2016-01-31,Q26a,without_children,82
Data Not Collected,93,all_households,2016-01-01,2016-01-31,Q26a,with_children_and_adults,11
Data Not Collected,93,all_households,2016-01-01,2016-01-31,Q26a,with_only_children,0
Data Not Collected,93,all_households,2016-01-01,2016-01-31,Q26a,unknown_household_type,0
