dv_history,total,population,start_date,end_date,question,household_type,count
Yes,67,all_persons,2016-01-01,2016-01-31,Q14a,without_children,42
Yes,67,all_persons,2016-01-01,2016-01-31,Q14a,with_children_and_adults,25
Yes,67,all_persons,2016-01-01,2016-01-31,Q14a,with_only_children,0
Yes,67,all_persons,2016-01-01,2016-01-31,Q14a,unknown_household_type,0
No,363,all_persons,2016-01-01,2016-01-31,Q14a,without_children,268
No,363,all_persons,2016-01-01,2016-01-31,Q14a,with_children_and_adults,95
No,363,all_persons,2016-01-01,2016-01-31,Q14a,with_only_children,0
No,363,all_persons,2016-01-01,2016-01-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-01-01,2016-01-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-01-01,2016-01-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-01-01,2016-01-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-01-01,2016-01-31,Q14a,unknown_household_type,0
Data Not Collected,18,all_persons,2016-01-01,2016-01-31,Q14a,without_children,17
Data Not Collected,18,all_persons,2016-01-01,2016-01-31,Q14a,with_children_and_adults,0
Data Not Collected,18,all_persons,2016-01-01,2016-01-31,Q14a,with_only_children,0
Data Not Collected,18,all_persons,2016-01-01,2016-01-31,Q14a,unknown_household_type,1
