count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,276
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,13
No Sources,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,66
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,142
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,18
1 + Source(s),all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,31
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_entry,30
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,317
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2016-01-01,2016-01-31,Q20b,benefit_at_exit_for_leavers,3
