veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,6,all_persons,2016-01-01,2016-01-31,Q25a,without_children,6
Chronically Homeless Veteran,6,all_persons,2016-01-01,2016-01-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,6,all_persons,2016-01-01,2016-01-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_persons,2016-01-01,2016-01-31,Q25a,without_children,10
Non-Chronically Homeless Veteran,11,all_persons,2016-01-01,2016-01-31,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,11,all_persons,2016-01-01,2016-01-31,Q25a,unknown_household_type,0
Not a Veteran,423,all_persons,2016-01-01,2016-01-31,Q25a,without_children,304
Not a Veteran,423,all_persons,2016-01-01,2016-01-31,Q25a,with_children_and_adults,118
Not a Veteran,423,all_persons,2016-01-01,2016-01-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2016-01-01,2016-01-31,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-01-01,2016-01-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-01-01,2016-01-31,Q25a,unknown_household_type,0
Data Not Collected,6,all_persons,2016-01-01,2016-01-31,Q25a,without_children,6
Data Not Collected,6,all_persons,2016-01-01,2016-01-31,Q25a,with_children_and_adults,0
Data Not Collected,6,all_persons,2016-01-01,2016-01-31,Q25a,unknown_household_type,0
