non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,136
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,17
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,28
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,18
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,7
TANF Child Care Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,1
Other TANF-Funded Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_start,5
Other Source,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,14
Other Source,all_persons,2016-01-01,2016-01-31,Q20a,benefit_at_exit_for_leavers,1
