gender_identity,total,population,start_date,end_date,question,household_type,count
Male,245,adults,2017-08-01,2017-08-31,Q10a,without_children,197
Male,245,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,47
Male,245,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,1
Female,196,adults,2017-08-01,2017-08-31,Q10a,without_children,99
Female,196,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,97
Female,196,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2017-08-01,2017-08-31,Q10a,without_children,0
No Single Gender,0,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
Questioning,0,adults,2017-08-01,2017-08-31,Q10a,without_children,0
Questioning,0,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
Transgender,1,adults,2017-08-01,2017-08-31,Q10a,without_children,1
Transgender,1,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,0
Transgender,1,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2017-08-01,2017-08-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2017-08-01,2017-08-31,Q10a,without_children,0
Data Not Collected,0,adults,2017-08-01,2017-08-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2017-08-01,2017-08-31,Q10a,unknown_household_type,0
