persons_served,total,population,start_date,end_date,question,household_type,count
Adults,442,all_persons,2017-08-01,2017-08-31,Q7a,without_children,297
Adults,442,all_persons,2017-08-01,2017-08-31,Q7a,with_children_and_adults,144
Adults,442,all_persons,2017-08-01,2017-08-31,Q7a,with_only_children,0
Adults,442,all_persons,2017-08-01,2017-08-31,Q7a,unknown_household_type,1
Children,195,all_persons,2017-08-01,2017-08-31,Q7a,without_children,0
Children,195,all_persons,2017-08-01,2017-08-31,Q7a,with_children_and_adults,184
Children,195,all_persons,2017-08-01,2017-08-31,Q7a,with_only_children,11
Children,195,all_persons,2017-08-01,2017-08-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q7a,unknown_household_type,0
Data Not Collected,2,all_persons,2017-08-01,2017-08-31,Q7a,without_children,0
Data Not Collected,2,all_persons,2017-08-01,2017-08-31,Q7a,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-08-01,2017-08-31,Q7a,with_only_children,0
Data Not Collected,2,all_persons,2017-08-01,2017-08-31,Q7a,unknown_household_type,2
For PSH and RRH - the total persons served who moved into housing,174,all_persons,2017-08-01,2017-08-31,Q7a,without_children,77
For PSH and RRH - the total persons served who moved into housing,174,all_persons,2017-08-01,2017-08-31,Q7a,with_children_and_adults,97
For PSH and RRH - the total persons served who moved into housing,174,all_persons,2017-08-01,2017-08-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,174,all_persons,2017-08-01,2017-08-31,Q7a,unknown_household_type,0
