dv_history,total,population,start_date,end_date,question,household_type,count
Yes,65,all_persons,2017-08-01,2017-08-31,Q14a,without_children,32
Yes,65,all_persons,2017-08-01,2017-08-31,Q14a,with_children_and_adults,33
Yes,65,all_persons,2017-08-01,2017-08-31,Q14a,with_only_children,0
Yes,65,all_persons,2017-08-01,2017-08-31,Q14a,unknown_household_type,0
No,342,all_persons,2017-08-01,2017-08-31,Q14a,without_children,234
No,342,all_persons,2017-08-01,2017-08-31,Q14a,with_children_and_adults,107
No,342,all_persons,2017-08-01,2017-08-31,Q14a,with_only_children,1
No,342,all_persons,2017-08-01,2017-08-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2017-08-01,2017-08-31,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2017-08-01,2017-08-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2017-08-01,2017-08-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2017-08-01,2017-08-31,Q14a,unknown_household_type,0
Data Not Collected,34,all_persons,2017-08-01,2017-08-31,Q14a,without_children,29
Data Not Collected,34,all_persons,2017-08-01,2017-08-31,Q14a,with_children_and_adults,4
Data Not Collected,34,all_persons,2017-08-01,2017-08-31,Q14a,with_only_children,0
Data Not Collected,34,all_persons,2017-08-01,2017-08-31,Q14a,unknown_household_type,1
