conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,135,26,10,start,2017-08-01,2017-08-31,Q13a1,without_children,98
Mental Health Disorder,135,26,10,start,2017-08-01,2017-08-31,Q13a1,with_only_children,1
Mental Health Disorder,135,26,10,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,16,0,1,start,2017-08-01,2017-08-31,Q13a1,without_children,15
Alcohol Use Disorder,16,0,1,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
Alcohol Use Disorder,16,0,1,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Drug Use Disorder,10,3,0,start,2017-08-01,2017-08-31,Q13a1,without_children,7
Drug Use Disorder,10,3,0,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
Drug Use Disorder,10,3,0,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2017-08-01,2017-08-31,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,20,1,0,start,2017-08-01,2017-08-31,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,20,1,0,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Chronic Health Condition,72,16,10,start,2017-08-01,2017-08-31,Q13a1,without_children,46
Chronic Health Condition,72,16,10,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
Chronic Health Condition,72,16,10,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
HIV/AIDS,98,2,0,start,2017-08-01,2017-08-31,Q13a1,without_children,96
HIV/AIDS,98,2,0,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
HIV/AIDS,98,2,0,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Development Disability,27,5,11,start,2017-08-01,2017-08-31,Q13a1,without_children,11
Development Disability,27,5,11,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
Development Disability,27,5,11,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
Physical Disability,84,22,2,start,2017-08-01,2017-08-31,Q13a1,without_children,60
Physical Disability,84,22,2,start,2017-08-01,2017-08-31,Q13a1,with_only_children,0
Physical Disability,84,22,2,start,2017-08-01,2017-08-31,Q13a1,unknown_household_type,0
