dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,14,all_persons,2017-08-01,2017-08-31,Q14b,without_children,6
Yes,14,all_persons,2017-08-01,2017-08-31,Q14b,with_children_and_adults,8
Yes,14,all_persons,2017-08-01,2017-08-31,Q14b,with_only_children,0
Yes,14,all_persons,2017-08-01,2017-08-31,Q14b,unknown_household_type,0
No,47,all_persons,2017-08-01,2017-08-31,Q14b,without_children,22
No,47,all_persons,2017-08-01,2017-08-31,Q14b,with_children_and_adults,25
No,47,all_persons,2017-08-01,2017-08-31,Q14b,with_only_children,0
No,47,all_persons,2017-08-01,2017-08-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-08-01,2017-08-31,Q14b,unknown_household_type,0
Data Not Collected,4,all_persons,2017-08-01,2017-08-31,Q14b,without_children,4
Data Not Collected,4,all_persons,2017-08-01,2017-08-31,Q14b,with_children_and_adults,0
Data Not Collected,4,all_persons,2017-08-01,2017-08-31,Q14b,with_only_children,0
Data Not Collected,4,all_persons,2017-08-01,2017-08-31,Q14b,unknown_household_type,0
