non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,220
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,74
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_start,8
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,12
Other Source,all_persons,2019-07-01,2019-07-31,Q20a,benefit_at_exit_for_leavers,0
