dv_history,total,population,start_date,end_date,question,household_type,count
Yes,188,all_persons,2019-07-01,2019-07-31,Q14a,without_children,130
Yes,188,all_persons,2019-07-01,2019-07-31,Q14a,with_children_and_adults,58
Yes,188,all_persons,2019-07-01,2019-07-31,Q14a,with_only_children,0
Yes,188,all_persons,2019-07-01,2019-07-31,Q14a,unknown_household_type,0
No,593,all_persons,2019-07-01,2019-07-31,Q14a,without_children,451
No,593,all_persons,2019-07-01,2019-07-31,Q14a,with_children_and_adults,141
No,593,all_persons,2019-07-01,2019-07-31,Q14a,with_only_children,0
No,593,all_persons,2019-07-01,2019-07-31,Q14a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q14a,unknown_household_type,0
Data Not Collected,20,all_persons,2019-07-01,2019-07-31,Q14a,without_children,18
Data Not Collected,20,all_persons,2019-07-01,2019-07-31,Q14a,with_children_and_adults,2
Data Not Collected,20,all_persons,2019-07-01,2019-07-31,Q14a,with_only_children,0
Data Not Collected,20,all_persons,2019-07-01,2019-07-31,Q14a,unknown_household_type,0
