conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,62
Mental Health Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,53
Mental Health Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,9
Alcohol Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,16
Alcohol Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,11
Alcohol Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,5
Drug Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,11
Drug Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,11
Drug Use Disorder,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,11
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,11
Both Alcohol and Drug Use Disorders,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,33
Chronic Health Condition,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,28
Chronic Health Condition,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,5
HIV/AIDS,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,12
Development Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,13
Development Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_start,32
Physical Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_latest_assessment_for_stayers,26
Physical Disability,chronically_homeless,2019-07-01,2019-07-31,Q26e,conditions_at_exit_for_leavers,6
