ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,115,all_persons,2019-07-01,2019-07-31,Q26b,without_children,98
Chronically Homeless ,115,all_persons,2019-07-01,2019-07-31,Q26b,with_children_and_adults,17
Chronically Homeless ,115,all_persons,2019-07-01,2019-07-31,Q26b,with_only_children,0
Chronically Homeless ,115,all_persons,2019-07-01,2019-07-31,Q26b,unknown_household_type,0
Not Chronically Homeless,949,all_persons,2019-07-01,2019-07-31,Q26b,without_children,478
Not Chronically Homeless,949,all_persons,2019-07-01,2019-07-31,Q26b,with_children_and_adults,450
Not Chronically Homeless,949,all_persons,2019-07-01,2019-07-31,Q26b,with_only_children,15
Not Chronically Homeless,949,all_persons,2019-07-01,2019-07-31,Q26b,unknown_household_type,6
Client Doesn't Know/Client Refused,8,all_persons,2019-07-01,2019-07-31,Q26b,without_children,8
Client Doesn't Know/Client Refused,8,all_persons,2019-07-01,2019-07-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,8,all_persons,2019-07-01,2019-07-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,8,all_persons,2019-07-01,2019-07-31,Q26b,unknown_household_type,0
Data Not Collected,17,all_persons,2019-07-01,2019-07-31,Q26b,without_children,16
Data Not Collected,17,all_persons,2019-07-01,2019-07-31,Q26b,with_children_and_adults,1
Data Not Collected,17,all_persons,2019-07-01,2019-07-31,Q26b,with_only_children,0
Data Not Collected,17,all_persons,2019-07-01,2019-07-31,Q26b,unknown_household_type,0
