dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,43,all_persons,2019-07-01,2019-07-31,Q14b,without_children,24
Yes,43,all_persons,2019-07-01,2019-07-31,Q14b,with_children_and_adults,19
Yes,43,all_persons,2019-07-01,2019-07-31,Q14b,with_only_children,0
Yes,43,all_persons,2019-07-01,2019-07-31,Q14b,unknown_household_type,0
No,139,all_persons,2019-07-01,2019-07-31,Q14b,without_children,100
No,139,all_persons,2019-07-01,2019-07-31,Q14b,with_children_and_adults,39
No,139,all_persons,2019-07-01,2019-07-31,Q14b,with_only_children,0
No,139,all_persons,2019-07-01,2019-07-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2019-07-01,2019-07-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-07-01,2019-07-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2019-07-01,2019-07-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2019-07-01,2019-07-31,Q14b,unknown_household_type,0
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q14b,without_children,6
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q14b,with_children_and_adults,0
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q14b,with_only_children,0
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q14b,unknown_household_type,0
