veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,14,all_persons,2019-07-01,2019-07-31,Q25a,without_children,14
Chronically Homeless Veteran,14,all_persons,2019-07-01,2019-07-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,14,all_persons,2019-07-01,2019-07-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,28,all_persons,2019-07-01,2019-07-31,Q25a,without_children,22
Non-Chronically Homeless Veteran,28,all_persons,2019-07-01,2019-07-31,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,28,all_persons,2019-07-01,2019-07-31,Q25a,unknown_household_type,1
Not a Veteran,747,all_persons,2019-07-01,2019-07-31,Q25a,without_children,560
Not a Veteran,747,all_persons,2019-07-01,2019-07-31,Q25a,with_children_and_adults,187
Not a Veteran,747,all_persons,2019-07-01,2019-07-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2019-07-01,2019-07-31,Q25a,unknown_household_type,0
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q25a,without_children,3
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q25a,with_children_and_adults,3
Data Not Collected,6,all_persons,2019-07-01,2019-07-31,Q25a,unknown_household_type,0
