income_range,population,start_date,end_date,question,status,count
No Income,adults,2019-07-01,2019-07-31,Q16,income_at_start,249
No Income,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,12
No Income,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,87
$1 -  $150,adults,2019-07-01,2019-07-31,Q16,income_at_start,2
$1 -  $150,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2019-07-01,2019-07-31,Q16,income_at_start,4
$151 - $250,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2019-07-01,2019-07-31,Q16,income_at_start,26
$251 - $500,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,5
$501 - $1000,adults,2019-07-01,2019-07-31,Q16,income_at_start,121
$501 - $1000,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,38
$1001 - $1500,adults,2019-07-01,2019-07-31,Q16,income_at_start,80
$1001 - $1500,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,17
$1001 - $1500,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,15
$1501 - $2000,adults,2019-07-01,2019-07-31,Q16,income_at_start,74
$1501 - $2000,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,8
$1501 - $2000,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,24
$2001+,adults,2019-07-01,2019-07-31,Q16,income_at_start,57
$2001+,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,21
Client Doesn't Know/Client Refused,adults,2019-07-01,2019-07-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2019-07-01,2019-07-31,Q16,income_at_start,183
Data Not Collected,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,126
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,341
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,74
Number of Adult Stayers without Required Annual Assessment,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2019-07-01,2019-07-31,Q16,income_at_start,796
Total Adults,adults,2019-07-01,2019-07-31,Q16,income_at_latest_annual_assessment_for_stayers,479
Total Adults,adults,2019-07-01,2019-07-31,Q16,income_at_exit_for_leavers,317
