time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,58,all_persons,2019-07-01,2019-07-31,Q22e,without_children,34
7 days or less,58,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,24
7 days or less,58,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
7 days or less,58,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
8 to 14 days,9,all_persons,2019-07-01,2019-07-31,Q22e,without_children,2
8 to 14 days,9,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,7
8 to 14 days,9,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
8 to 14 days,9,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
15 to 21 days,9,all_persons,2019-07-01,2019-07-31,Q22e,without_children,4
15 to 21 days,9,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,5
15 to 21 days,9,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
15 to 21 days,9,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
22 to 30 days,4,all_persons,2019-07-01,2019-07-31,Q22e,without_children,2
22 to 30 days,4,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,2
22 to 30 days,4,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
22 to 30 days,4,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
31 to 60 days,23,all_persons,2019-07-01,2019-07-31,Q22e,without_children,18
31 to 60 days,23,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,5
31 to 60 days,23,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
31 to 60 days,23,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
61 to 180 days,40,all_persons,2019-07-01,2019-07-31,Q22e,without_children,16
61 to 180 days,40,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,24
61 to 180 days,40,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
61 to 180 days,40,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
181 to 365 days,33,all_persons,2019-07-01,2019-07-31,Q22e,without_children,16
181 to 365 days,33,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,17
181 to 365 days,33,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
181 to 365 days,33,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),24,all_persons,2019-07-01,2019-07-31,Q22e,without_children,24
366-730 days (1-2 years),24,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,0
366-730 days (1-2 years),24,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
366-730 days (1-2 years),24,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
731 days or more,43,all_persons,2019-07-01,2019-07-31,Q22e,without_children,34
731 days or more,43,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,9
731 days or more,43,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
731 days or more,43,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
Total (persons moved into housing),243,all_persons,2019-07-01,2019-07-31,Q22e,without_children,150
Total (persons moved into housing),243,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,93
Total (persons moved into housing),243,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
Total (persons moved into housing),243,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
Not yet moved into housing,13,all_persons,2019-07-01,2019-07-31,Q22e,without_children,11
Not yet moved into housing,13,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,2
Not yet moved into housing,13,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
Not yet moved into housing,13,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
Data not collected,9,all_persons,2019-07-01,2019-07-31,Q22e,without_children,5
Data not collected,9,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,4
Data not collected,9,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
Data not collected,9,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
Total persons,265,all_persons,2019-07-01,2019-07-31,Q22e,without_children,166
Total persons,265,all_persons,2019-07-01,2019-07-31,Q22e,with_children_and_adults,99
Total persons,265,all_persons,2019-07-01,2019-07-31,Q22e,with_only_children,0
Total persons,265,all_persons,2019-07-01,2019-07-31,Q22e,unknown_household_type,0
