ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,158,all_persons,2020-09-01,2020-09-30,Q26b,without_children,139
Chronically Homeless ,158,all_persons,2020-09-01,2020-09-30,Q26b,with_children_and_adults,19
Chronically Homeless ,158,all_persons,2020-09-01,2020-09-30,Q26b,with_only_children,0
Chronically Homeless ,158,all_persons,2020-09-01,2020-09-30,Q26b,unknown_household_type,0
Not Chronically Homeless,906,all_persons,2020-09-01,2020-09-30,Q26b,without_children,516
Not Chronically Homeless,906,all_persons,2020-09-01,2020-09-30,Q26b,with_children_and_adults,365
Not Chronically Homeless,906,all_persons,2020-09-01,2020-09-30,Q26b,with_only_children,14
Not Chronically Homeless,906,all_persons,2020-09-01,2020-09-30,Q26b,unknown_household_type,11
Client Doesn't Know/Client Refused,4,all_persons,2020-09-01,2020-09-30,Q26b,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2020-09-01,2020-09-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2020-09-01,2020-09-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2020-09-01,2020-09-30,Q26b,unknown_household_type,0
Data Not Collected,23,all_persons,2020-09-01,2020-09-30,Q26b,without_children,17
Data Not Collected,23,all_persons,2020-09-01,2020-09-30,Q26b,with_children_and_adults,4
Data Not Collected,23,all_persons,2020-09-01,2020-09-30,Q26b,with_only_children,1
Data Not Collected,23,all_persons,2020-09-01,2020-09-30,Q26b,unknown_household_type,1
