veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_households,2020-09-01,2020-09-30,Q25b,without_children,16
Chronically Homeless Veteran,16,all_households,2020-09-01,2020-09-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,16,all_households,2020-09-01,2020-09-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,31,all_households,2020-09-01,2020-09-30,Q25b,without_children,29
Non-Chronically Homeless Veteran,31,all_households,2020-09-01,2020-09-30,Q25b,with_children_and_adults,2
Non-Chronically Homeless Veteran,31,all_households,2020-09-01,2020-09-30,Q25b,unknown_household_type,0
Not a Veteran,631,all_households,2020-09-01,2020-09-30,Q25b,without_children,535
Not a Veteran,631,all_households,2020-09-01,2020-09-30,Q25b,with_children_and_adults,94
Not a Veteran,631,all_households,2020-09-01,2020-09-30,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2020-09-01,2020-09-30,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2020-09-01,2020-09-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2020-09-01,2020-09-30,Q25b,unknown_household_type,0
Data Not Collected,4,all_households,2020-09-01,2020-09-30,Q25b,without_children,4
Data Not Collected,4,all_households,2020-09-01,2020-09-30,Q25b,with_children_and_adults,0
Data Not Collected,4,all_households,2020-09-01,2020-09-30,Q25b,unknown_household_type,0
