count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,419,99,166,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,134
None,419,99,166,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,12
None,419,99,166,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,8
1 Condition,203,21,10,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,171
1 Condition,203,21,10,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,0
1 Condition,203,21,10,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,1
2 Conditions,93,4,2,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,87
2 Conditions,93,4,2,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,0
2 Conditions,93,4,2,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,0
3+ Conditions,78,3,0,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,75
3+ Conditions,78,3,0,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,0
3+ Conditions,78,3,0,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,0
Condition Unknown,21,1,0,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,20
Condition Unknown,21,1,0,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,0
Condition Unknown,21,1,0,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,0
Data Not Collected,47,7,22,all_persons,2020-09-01,2020-09-30,Q13c2,without_children,12
Data Not Collected,47,7,22,all_persons,2020-09-01,2020-09-30,Q13c2,with_only_children,3
Data Not Collected,47,7,22,all_persons,2020-09-01,2020-09-30,Q13c2,unknown_household_type,3
