dv_history,total,population,start_date,end_date,question,household_type,count
Yes,230,all_persons,2020-09-01,2020-09-30,Q14a,without_children,174
Yes,230,all_persons,2020-09-01,2020-09-30,Q14a,with_children_and_adults,56
Yes,230,all_persons,2020-09-01,2020-09-30,Q14a,with_only_children,0
Yes,230,all_persons,2020-09-01,2020-09-30,Q14a,unknown_household_type,0
No,587,all_persons,2020-09-01,2020-09-30,Q14a,without_children,487
No,587,all_persons,2020-09-01,2020-09-30,Q14a,with_children_and_adults,97
No,587,all_persons,2020-09-01,2020-09-30,Q14a,with_only_children,0
No,587,all_persons,2020-09-01,2020-09-30,Q14a,unknown_household_type,3
Client Doesn't Know/Client Refused,3,all_persons,2020-09-01,2020-09-30,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2020-09-01,2020-09-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2020-09-01,2020-09-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2020-09-01,2020-09-30,Q14a,unknown_household_type,0
Data Not Collected,17,all_persons,2020-09-01,2020-09-30,Q14a,without_children,12
Data Not Collected,17,all_persons,2020-09-01,2020-09-30,Q14a,with_children_and_adults,5
Data Not Collected,17,all_persons,2020-09-01,2020-09-30,Q14a,with_only_children,0
Data Not Collected,17,all_persons,2020-09-01,2020-09-30,Q14a,unknown_household_type,0
