persons_served,total,population,start_date,end_date,question,household_type,count
Adults,837,all_persons,2020-09-01,2020-09-30,Q7a,without_children,676
Adults,837,all_persons,2020-09-01,2020-09-30,Q7a,with_children_and_adults,158
Adults,837,all_persons,2020-09-01,2020-09-30,Q7a,with_only_children,0
Adults,837,all_persons,2020-09-01,2020-09-30,Q7a,unknown_household_type,3
Children,245,all_persons,2020-09-01,2020-09-30,Q7a,without_children,0
Children,245,all_persons,2020-09-01,2020-09-30,Q7a,with_children_and_adults,230
Children,245,all_persons,2020-09-01,2020-09-30,Q7a,with_only_children,15
Children,245,all_persons,2020-09-01,2020-09-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-09-01,2020-09-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-09-01,2020-09-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-09-01,2020-09-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-09-01,2020-09-30,Q7a,unknown_household_type,1
Data Not Collected,8,all_persons,2020-09-01,2020-09-30,Q7a,without_children,0
Data Not Collected,8,all_persons,2020-09-01,2020-09-30,Q7a,with_children_and_adults,0
Data Not Collected,8,all_persons,2020-09-01,2020-09-30,Q7a,with_only_children,0
Data Not Collected,8,all_persons,2020-09-01,2020-09-30,Q7a,unknown_household_type,8
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2020-09-01,2020-09-30,Q7a,without_children,90
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2020-09-01,2020-09-30,Q7a,with_children_and_adults,53
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2020-09-01,2020-09-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,143,all_persons,2020-09-01,2020-09-30,Q7a,unknown_household_type,0
