number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,152
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,30
Adults with Only Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,179
Adults with Only Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,34
Adults with Only Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,20
Adults with Both Earned and Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,31
Adults with Both Earned and Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,450
Adults with No Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,17
Adults with No Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,139
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,19
Adults with Missing Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,4
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,357
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,222
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,837
Total Adults,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,638
Total Adults,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,199
1 or More Source of Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,404
1 or More Source of Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,43
1 or More Source of Income,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,65
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-09-01,2020-09-30,Q18,number_of_adults_at_exit_leavers,0
