dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,30,all_persons,2020-09-01,2020-09-30,Q14b,without_children,22
Yes,30,all_persons,2020-09-01,2020-09-30,Q14b,with_children_and_adults,8
Yes,30,all_persons,2020-09-01,2020-09-30,Q14b,with_only_children,0
Yes,30,all_persons,2020-09-01,2020-09-30,Q14b,unknown_household_type,0
No,190,all_persons,2020-09-01,2020-09-30,Q14b,without_children,143
No,190,all_persons,2020-09-01,2020-09-30,Q14b,with_children_and_adults,47
No,190,all_persons,2020-09-01,2020-09-30,Q14b,with_only_children,0
No,190,all_persons,2020-09-01,2020-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-09-01,2020-09-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-09-01,2020-09-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-09-01,2020-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-09-01,2020-09-30,Q14b,unknown_household_type,0
Data Not Collected,10,all_persons,2020-09-01,2020-09-30,Q14b,without_children,9
Data Not Collected,10,all_persons,2020-09-01,2020-09-30,Q14b,with_children_and_adults,1
Data Not Collected,10,all_persons,2020-09-01,2020-09-30,Q14b,with_only_children,0
Data Not Collected,10,all_persons,2020-09-01,2020-09-30,Q14b,unknown_household_type,0
