count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,524,112,191,start,2020-09-01,2020-09-30,Q13a2,without_children,201
None,524,112,191,start,2020-09-01,2020-09-30,Q13a2,with_only_children,12
None,524,112,191,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,8
1 Condition,231,26,10,start,2020-09-01,2020-09-30,Q13a2,without_children,194
1 Condition,231,26,10,start,2020-09-01,2020-09-30,Q13a2,with_only_children,0
1 Condition,231,26,10,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,1
2 Conditions,112,7,3,start,2020-09-01,2020-09-30,Q13a2,without_children,102
2 Conditions,112,7,3,start,2020-09-01,2020-09-30,Q13a2,with_only_children,0
2 Conditions,112,7,3,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,0
3+ Conditions,92,4,0,start,2020-09-01,2020-09-30,Q13a2,without_children,88
3+ Conditions,92,4,0,start,2020-09-01,2020-09-30,Q13a2,with_only_children,0
3+ Conditions,92,4,0,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,0
Condition Unknown,78,1,2,start,2020-09-01,2020-09-30,Q13a2,without_children,75
Condition Unknown,78,1,2,start,2020-09-01,2020-09-30,Q13a2,with_only_children,0
Condition Unknown,78,1,2,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,start,2020-09-01,2020-09-30,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,start,2020-09-01,2020-09-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,0
Data Not Collected,53,8,24,start,2020-09-01,2020-09-30,Q13a2,without_children,15
Data Not Collected,53,8,24,start,2020-09-01,2020-09-30,Q13a2,with_only_children,3
Data Not Collected,53,8,24,start,2020-09-01,2020-09-30,Q13a2,unknown_household_type,3
