count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,268,70,144,stayers,2018-10-01,2018-10-31,Q13c2,without_children,41
None,268,70,144,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,13
None,268,70,144,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
1 Condition,118,23,6,stayers,2018-10-01,2018-10-31,Q13c2,without_children,89
1 Condition,118,23,6,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,0
1 Condition,118,23,6,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
2 Conditions,57,7,2,stayers,2018-10-01,2018-10-31,Q13c2,without_children,47
2 Conditions,57,7,2,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,1
2 Conditions,57,7,2,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
3+ Conditions,43,2,1,stayers,2018-10-01,2018-10-31,Q13c2,without_children,40
3+ Conditions,43,2,1,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,0
3+ Conditions,43,2,1,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
Condition Unknown,2,1,0,stayers,2018-10-01,2018-10-31,Q13c2,without_children,1
Condition Unknown,2,1,0,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,0
Condition Unknown,2,1,0,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-10-01,2018-10-31,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,0
Data Not Collected,9,1,3,stayers,2018-10-01,2018-10-31,Q13c2,without_children,3
Data Not Collected,9,1,3,stayers,2018-10-01,2018-10-31,Q13c2,with_only_children,1
Data Not Collected,9,1,3,stayers,2018-10-01,2018-10-31,Q13c2,unknown_household_type,1
