gender_identity,total,population,start_date,end_date,question,household_type,count
Male,110,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,105
Male,110,children,2018-10-01,2018-10-31,Q10b,with_only_children,5
Male,110,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
Female,112,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,102
Female,112,children,2018-10-01,2018-10-31,Q10b,with_only_children,10
Female,112,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
No Single Gender,0,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,0
No Single Gender,0,children,2018-10-01,2018-10-31,Q10b,with_only_children,0
No Single Gender,0,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
Questioning,0,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,0
Questioning,0,children,2018-10-01,2018-10-31,Q10b,with_only_children,0
Questioning,0,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
Transgender,0,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,0
Transgender,0,children,2018-10-01,2018-10-31,Q10b,with_only_children,0
Transgender,0,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2018-10-01,2018-10-31,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
Data Not Collected,0,children,2018-10-01,2018-10-31,Q10b,with_children_and_adults,0
Data Not Collected,0,children,2018-10-01,2018-10-31,Q10b,with_only_children,0
Data Not Collected,0,children,2018-10-01,2018-10-31,Q10b,unknown_household_type,0
