conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,125,18,5,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,101
Mental Health Disorder,125,18,5,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,1
Mental Health Disorder,125,18,5,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,22,0,0,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,22
Alcohol Use Disorder,22,0,0,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Alcohol Use Disorder,22,0,0,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Drug Use Disorder,17,7,0,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,10
Drug Use Disorder,17,7,0,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Drug Use Disorder,17,7,0,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,19,1,0,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Chronic Health Condition,61,10,4,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,47
Chronic Health Condition,61,10,4,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Chronic Health Condition,61,10,4,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
HIV/AIDS,67,3,0,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,63
HIV/AIDS,67,3,0,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,1
HIV/AIDS,67,3,0,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Development Disability,32,4,11,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,17
Development Disability,32,4,11,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Development Disability,32,4,11,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
Physical Disability,62,10,2,all_persons,2018-10-01,2018-10-31,Q13a1,without_children,50
Physical Disability,62,10,2,all_persons,2018-10-01,2018-10-31,Q13a1,with_only_children,0
Physical Disability,62,10,2,all_persons,2018-10-01,2018-10-31,Q13a1,unknown_household_type,0
