age_group,total,population,start_date,end_date,question,household_type,count
Under 5,96,all_persons,2018-10-01,2018-10-31,Q11,without_children,0
Under 5,96,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,94
Under 5,96,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,2
Under 5,96,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
5 -  12,89,all_persons,2018-10-01,2018-10-31,Q11,without_children,0
5 -  12,89,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,83
5 -  12,89,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,6
5 -  12,89,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
13 - 17,37,all_persons,2018-10-01,2018-10-31,Q11,without_children,0
13 - 17,37,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,30
13 - 17,37,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,7
13 - 17,37,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
18 - 24,34,all_persons,2018-10-01,2018-10-31,Q11,without_children,12
18 - 24,34,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,22
18 - 24,34,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
18 - 24,34,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
25 - 34,92,all_persons,2018-10-01,2018-10-31,Q11,without_children,30
25 - 34,92,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,62
25 - 34,92,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
25 - 34,92,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
35 - 44,81,all_persons,2018-10-01,2018-10-31,Q11,without_children,44
35 - 44,81,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,37
35 - 44,81,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
35 - 44,81,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
45 - 54,68,all_persons,2018-10-01,2018-10-31,Q11,without_children,61
45 - 54,68,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,7
45 - 54,68,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
45 - 54,68,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
55 - 61,74,all_persons,2018-10-01,2018-10-31,Q11,without_children,66
55 - 61,74,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,8
55 - 61,74,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
55 - 61,74,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
62 +,46,all_persons,2018-10-01,2018-10-31,Q11,without_children,44
62 +,46,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,2
62 +,46,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
62 +,46,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,0
Data Not Collected,1,all_persons,2018-10-01,2018-10-31,Q11,without_children,0
Data Not Collected,1,all_persons,2018-10-01,2018-10-31,Q11,with_children_and_adults,0
Data Not Collected,1,all_persons,2018-10-01,2018-10-31,Q11,with_only_children,0
Data Not Collected,1,all_persons,2018-10-01,2018-10-31,Q11,unknown_household_type,1
