veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2018-10-01,2018-10-31,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2018-10-01,2018-10-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2018-10-01,2018-10-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,12,all_persons,2018-10-01,2018-10-31,Q25a,without_children,8
Non-Chronically Homeless Veteran,12,all_persons,2018-10-01,2018-10-31,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,12,all_persons,2018-10-01,2018-10-31,Q25a,unknown_household_type,0
Not a Veteran,365,all_persons,2018-10-01,2018-10-31,Q25a,without_children,231
Not a Veteran,365,all_persons,2018-10-01,2018-10-31,Q25a,with_children_and_adults,134
Not a Veteran,365,all_persons,2018-10-01,2018-10-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-10-01,2018-10-31,Q25a,unknown_household_type,0
Data Not Collected,3,all_persons,2018-10-01,2018-10-31,Q25a,without_children,3
Data Not Collected,3,all_persons,2018-10-01,2018-10-31,Q25a,with_children_and_adults,0
Data Not Collected,3,all_persons,2018-10-01,2018-10-31,Q25a,unknown_household_type,0
