count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_entry,207
No Sources,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,19
No Sources,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_exit_for_leavers,32
1 + Source(s),all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_entry,162
1 + Source(s),all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,29
1 + Source(s),all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_exit_for_leavers,33
Client Doesn't Know/Client Refused,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_entry,26
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,277
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-10-01,2018-10-31,Q20b,benefit_at_exit_for_leavers,5
