ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,64,all_households,2018-10-01,2018-10-31,Q26a,without_children,59
Chronically Homeless ,64,all_households,2018-10-01,2018-10-31,Q26a,with_children_and_adults,5
Chronically Homeless ,64,all_households,2018-10-01,2018-10-31,Q26a,with_only_children,0
Chronically Homeless ,64,all_households,2018-10-01,2018-10-31,Q26a,unknown_household_type,0
Not Chronically Homeless,243,all_households,2018-10-01,2018-10-31,Q26a,without_children,160
Not Chronically Homeless,243,all_households,2018-10-01,2018-10-31,Q26a,with_children_and_adults,82
Not Chronically Homeless,243,all_households,2018-10-01,2018-10-31,Q26a,with_only_children,1
Not Chronically Homeless,243,all_households,2018-10-01,2018-10-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2018-10-01,2018-10-31,Q26a,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2018-10-01,2018-10-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2018-10-01,2018-10-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_households,2018-10-01,2018-10-31,Q26a,unknown_household_type,0
Data Not Collected,5,all_households,2018-10-01,2018-10-31,Q26a,without_children,5
Data Not Collected,5,all_households,2018-10-01,2018-10-31,Q26a,with_children_and_adults,0
Data Not Collected,5,all_households,2018-10-01,2018-10-31,Q26a,with_only_children,0
Data Not Collected,5,all_households,2018-10-01,2018-10-31,Q26a,unknown_household_type,0
