dv_history,total,population,start_date,end_date,question,household_type,count
Yes,62,all_persons,2018-10-01,2018-10-31,Q14a,without_children,28
Yes,62,all_persons,2018-10-01,2018-10-31,Q14a,with_children_and_adults,34
Yes,62,all_persons,2018-10-01,2018-10-31,Q14a,with_only_children,0
Yes,62,all_persons,2018-10-01,2018-10-31,Q14a,unknown_household_type,0
No,323,all_persons,2018-10-01,2018-10-31,Q14a,without_children,222
No,323,all_persons,2018-10-01,2018-10-31,Q14a,with_children_and_adults,100
No,323,all_persons,2018-10-01,2018-10-31,Q14a,with_only_children,1
No,323,all_persons,2018-10-01,2018-10-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2018-10-01,2018-10-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2018-10-01,2018-10-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2018-10-01,2018-10-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2018-10-01,2018-10-31,Q14a,unknown_household_type,0
Data Not Collected,10,all_persons,2018-10-01,2018-10-31,Q14a,without_children,6
Data Not Collected,10,all_persons,2018-10-01,2018-10-31,Q14a,with_children_and_adults,4
Data Not Collected,10,all_persons,2018-10-01,2018-10-31,Q14a,with_only_children,0
Data Not Collected,10,all_persons,2018-10-01,2018-10-31,Q14a,unknown_household_type,0
