living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,without_children,123
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_children_and_adults,24
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",147,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,unknown_household_type,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,without_children,1
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),1,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,185,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,without_children,173
Place not meant for human habitation,185,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_children_and_adults,12
Place not meant for human habitation,185,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,185,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,3,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,without_children,2
Safe Haven,3,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,3,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_only_children,0
Safe Haven,3,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,unknown_household_type,0
Host Home,2,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,without_children,2
Host Home,2,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_children_and_adults,0
Host Home,2,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,with_only_children,0
Host Home,2,all_persons,2020-06-01,2020-06-30,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,8
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,8,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,5,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,5
Substance abuse treatment facility or detox center,5,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,5,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Substance abuse treatment facility or detox center,5,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,10
Hospital or other residential non-psychiatric medical facility,10,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Hospital or other residential non-psychiatric medical facility,10,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
"Jail, prison or juvenile detention facility",12,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,12
"Jail, prison or juvenile detention facility",12,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
"Jail, prison or juvenile detention facility",12,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
"Jail, prison or juvenile detention facility",12,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Foster care home or foster care group home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,0
Foster care home or foster care group home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Foster care home or foster care group home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Foster care home or foster care group home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Long-term care facility or nursing home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,0
Long-term care facility or nursing home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Long-term care facility or nursing home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Long-term care facility or nursing home,0,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Residential project or halfway house with no homeless criteria,3,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,without_children,3
Residential project or halfway house with no homeless criteria,3,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_children_and_adults,0
Residential project or halfway house with no homeless criteria,3,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,with_only_children,0
Residential project or halfway house with no homeless criteria,3,all_persons,2020-06-01,2020-06-30,Q15,Institutional Settings,unknown_household_type,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
Permanent housing (other than RRH) for formerly homeless persons,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Owned by client, no ongoing housing subsidy",6,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,6
"Owned by client, no ongoing housing subsidy",6,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Owned by client, no ongoing housing subsidy",6,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Owned by client, no ongoing housing subsidy",6,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,1
"Owned by client, with ongoing housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Owned by client, with ongoing housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, with RRH or equivalent subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, with HCV voucher (tenant or project based)",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
Rental by client in a public housing unit,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,0
Rental by client in a public housing unit,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
Rental by client in a public housing unit,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
Rental by client in a public housing unit,0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, no ongoing housing subsidy",177,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,134
"Rental by client, no ongoing housing subsidy",177,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,41
"Rental by client, no ongoing housing subsidy",177,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, no ongoing housing subsidy",177,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,2
"Rental by client, with VASH housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,1
"Rental by client, with VASH housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with VASH housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, with VASH housing subsidy",1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with GPD TIP housing subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,0
"Rental by client, with GPD TIP housing subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
"Rental by client, with GPD TIP housing subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, with GPD TIP housing subsidy",0,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Rental by client, with other housing subsidy (including RRH)",7,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,6
"Rental by client, with other housing subsidy (including RRH)",7,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,1
"Rental by client, with other housing subsidy (including RRH)",7,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Rental by client, with other housing subsidy (including RRH)",7,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
Hotel or motel paid for without emergency shelter voucher,96,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,70
Hotel or motel paid for without emergency shelter voucher,96,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,25
Hotel or motel paid for without emergency shelter voucher,96,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
Hotel or motel paid for without emergency shelter voucher,96,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,1
"Staying or living in a friend''s room, apartment or house",81,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,66
"Staying or living in a friend''s room, apartment or house",81,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,15
"Staying or living in a friend''s room, apartment or house",81,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Staying or living in a friend''s room, apartment or house",81,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
"Staying or living in a family member''s room, apartment or house",77,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,51
"Staying or living in a family member''s room, apartment or house",77,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,26
"Staying or living in a family member''s room, apartment or house",77,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
"Staying or living in a family member''s room, apartment or house",77,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
Client Doesn''t Know/Client Refused,1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,1
Client Doesn''t Know/Client Refused,1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,0
Client Doesn''t Know/Client Refused,1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
Client Doesn''t Know/Client Refused,1,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,without_children,11
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_children_and_adults,6
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,with_only_children,0
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q15,Other Locations,unknown_household_type,0
