count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_entry,491
No Sources,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,23
No Sources,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_exit_for_leavers,134
1 + Source(s),all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_entry,253
1 + Source(s),all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,33
1 + Source(s),all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_exit_for_leavers,74
Client Doesn't Know/Client Refused,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_entry,1
Client Doesn't Know/Client Refused,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_exit_for_leavers,1
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_entry,95
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,536
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2020-06-01,2020-06-30,Q20b,benefit_at_exit_for_leavers,39
