conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,163,11,1,stayers,2020-06-01,2020-06-30,Q13c1,without_children,151
Mental Health Disorder,163,11,1,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Mental Health Disorder,163,11,1,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
Alcohol Use Disorder,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,without_children,30
Alcohol Use Disorder,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Alcohol Use Disorder,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
Drug Use Disorder,26,3,0,stayers,2020-06-01,2020-06-30,Q13c1,without_children,23
Drug Use Disorder,26,3,0,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Drug Use Disorder,26,3,0,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,without_children,30
Both Alcohol and Drug Use Disorders,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,30,0,0,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
Chronic Health Condition,90,7,1,stayers,2020-06-01,2020-06-30,Q13c1,without_children,82
Chronic Health Condition,90,7,1,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Chronic Health Condition,90,7,1,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
HIV/AIDS,94,7,0,stayers,2020-06-01,2020-06-30,Q13c1,without_children,87
HIV/AIDS,94,7,0,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
HIV/AIDS,94,7,0,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
Development Disability,46,3,10,stayers,2020-06-01,2020-06-30,Q13c1,without_children,32
Development Disability,46,3,10,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Development Disability,46,3,10,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,1
Physical Disability,82,4,1,stayers,2020-06-01,2020-06-30,Q13c1,without_children,77
Physical Disability,82,4,1,stayers,2020-06-01,2020-06-30,Q13c1,with_only_children,0
Physical Disability,82,4,1,stayers,2020-06-01,2020-06-30,Q13c1,unknown_household_type,0
