count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,413,102,174,stayers,2020-06-01,2020-06-30,Q13c2,without_children,117
None,413,102,174,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,12
None,413,102,174,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,8
1 Condition,189,23,9,stayers,2020-06-01,2020-06-30,Q13c2,without_children,156
1 Condition,189,23,9,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,0
1 Condition,189,23,9,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,1
2 Conditions,87,4,2,stayers,2020-06-01,2020-06-30,Q13c2,without_children,81
2 Conditions,87,4,2,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,0
2 Conditions,87,4,2,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,0
3+ Conditions,67,1,0,stayers,2020-06-01,2020-06-30,Q13c2,without_children,66
3+ Conditions,67,1,0,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,0
3+ Conditions,67,1,0,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,0
Condition Unknown,21,2,0,stayers,2020-06-01,2020-06-30,Q13c2,without_children,19
Condition Unknown,21,2,0,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,0
Condition Unknown,21,2,0,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2020-06-01,2020-06-30,Q13c2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,0
Data Not Collected,49,8,25,stayers,2020-06-01,2020-06-30,Q13c2,without_children,10
Data Not Collected,49,8,25,stayers,2020-06-01,2020-06-30,Q13c2,with_only_children,3
Data Not Collected,49,8,25,stayers,2020-06-01,2020-06-30,Q13c2,unknown_household_type,3
