dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,33,all_persons,2020-06-01,2020-06-30,Q14b,without_children,25
Yes,33,all_persons,2020-06-01,2020-06-30,Q14b,with_children_and_adults,8
Yes,33,all_persons,2020-06-01,2020-06-30,Q14b,with_only_children,0
Yes,33,all_persons,2020-06-01,2020-06-30,Q14b,unknown_household_type,0
No,183,all_persons,2020-06-01,2020-06-30,Q14b,without_children,144
No,183,all_persons,2020-06-01,2020-06-30,Q14b,with_children_and_adults,39
No,183,all_persons,2020-06-01,2020-06-30,Q14b,with_only_children,0
No,183,all_persons,2020-06-01,2020-06-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-06-01,2020-06-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-06-01,2020-06-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-06-01,2020-06-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-06-01,2020-06-30,Q14b,unknown_household_type,0
Data Not Collected,9,all_persons,2020-06-01,2020-06-30,Q14b,without_children,8
Data Not Collected,9,all_persons,2020-06-01,2020-06-30,Q14b,with_children_and_adults,1
Data Not Collected,9,all_persons,2020-06-01,2020-06-30,Q14b,with_only_children,0
Data Not Collected,9,all_persons,2020-06-01,2020-06-30,Q14b,unknown_household_type,0
