time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,66,all_persons,2020-06-01,2020-06-30,Q22e,without_children,45
7 days or less,66,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,21
7 days or less,66,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
7 days or less,66,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
8 to 14 days,15,all_persons,2020-06-01,2020-06-30,Q22e,without_children,8
8 to 14 days,15,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,7
8 to 14 days,15,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
8 to 14 days,15,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
15 to 21 days,6,all_persons,2020-06-01,2020-06-30,Q22e,without_children,4
15 to 21 days,6,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,2
15 to 21 days,6,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
15 to 21 days,6,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
22 to 30 days,19,all_persons,2020-06-01,2020-06-30,Q22e,without_children,9
22 to 30 days,19,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,10
22 to 30 days,19,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
22 to 30 days,19,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
31 to 60 days,30,all_persons,2020-06-01,2020-06-30,Q22e,without_children,19
31 to 60 days,30,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,11
31 to 60 days,30,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
31 to 60 days,30,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
61 to 180 days,50,all_persons,2020-06-01,2020-06-30,Q22e,without_children,36
61 to 180 days,50,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,14
61 to 180 days,50,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
61 to 180 days,50,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
181 to 365 days,32,all_persons,2020-06-01,2020-06-30,Q22e,without_children,23
181 to 365 days,32,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,9
181 to 365 days,32,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
181 to 365 days,32,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),34,all_persons,2020-06-01,2020-06-30,Q22e,without_children,34
366-730 days (1-2 years),34,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,0
366-730 days (1-2 years),34,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
366-730 days (1-2 years),34,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
731 days or more,63,all_persons,2020-06-01,2020-06-30,Q22e,without_children,52
731 days or more,63,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,11
731 days or more,63,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
731 days or more,63,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
Total (persons moved into housing),315,all_persons,2020-06-01,2020-06-30,Q22e,without_children,230
Total (persons moved into housing),315,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,85
Total (persons moved into housing),315,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
Total (persons moved into housing),315,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
Not yet moved into housing,20,all_persons,2020-06-01,2020-06-30,Q22e,without_children,13
Not yet moved into housing,20,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,7
Not yet moved into housing,20,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
Not yet moved into housing,20,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q22e,without_children,16
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,1
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
Data not collected,17,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
Total persons,352,all_persons,2020-06-01,2020-06-30,Q22e,without_children,259
Total persons,352,all_persons,2020-06-01,2020-06-30,Q22e,with_children_and_adults,93
Total persons,352,all_persons,2020-06-01,2020-06-30,Q22e,with_only_children,0
Total persons,352,all_persons,2020-06-01,2020-06-30,Q22e,unknown_household_type,0
