income_range,population,start_date,end_date,question,status,count
No Income,adults,2020-06-01,2020-06-30,Q16,income_at_start,315
No Income,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,8
No Income,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,96
$1 -  $150,adults,2020-06-01,2020-06-30,Q16,income_at_start,6
$1 -  $150,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2020-06-01,2020-06-30,Q16,income_at_start,7
$151 - $250,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2020-06-01,2020-06-30,Q16,income_at_start,22
$251 - $500,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,1
$251 - $500,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2020-06-01,2020-06-30,Q16,income_at_start,135
$501 - $1000,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,21
$501 - $1000,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,33
$1001 - $1500,adults,2020-06-01,2020-06-30,Q16,income_at_start,77
$1001 - $1500,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,11
$1001 - $1500,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,15
$1501 - $2000,adults,2020-06-01,2020-06-30,Q16,income_at_start,64
$1501 - $2000,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,7
$1501 - $2000,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,9
$2001+,adults,2020-06-01,2020-06-30,Q16,income_at_start,59
$2001+,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,10
Client Doesn't Know/Client Refused,adults,2020-06-01,2020-06-30,Q16,income_at_start,1
Client Doesn't Know/Client Refused,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,1
Data Not Collected,adults,2020-06-01,2020-06-30,Q16,income_at_start,154
Data Not Collected,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,6
Data Not Collected,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,80
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,358
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,176
Number of Adult Stayers without Required Annual Assessment,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2020-06-01,2020-06-30,Q16,income_at_start,840
Total Adults,adults,2020-06-01,2020-06-30,Q16,income_at_latest_annual_assessment_for_stayers,592
Total Adults,adults,2020-06-01,2020-06-30,Q16,income_at_exit_for_leavers,248
