conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,224,14,3,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,207
Mental Health Disorder,224,14,3,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Mental Health Disorder,224,14,3,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,42,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,42
Alcohol Use Disorder,42,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Alcohol Use Disorder,42,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
Drug Use Disorder,35,3,0,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,32
Drug Use Disorder,35,3,0,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Drug Use Disorder,35,3,0,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,41,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,41
Both Alcohol and Drug Use Disorders,41,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,41,0,0,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
Chronic Health Condition,118,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,110
Chronic Health Condition,118,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Chronic Health Condition,118,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
HIV/AIDS,98,7,0,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,91
HIV/AIDS,98,7,0,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
HIV/AIDS,98,7,0,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
Development Disability,59,4,13,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,41
Development Disability,59,4,13,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Development Disability,59,4,13,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,1
Physical Disability,142,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,without_children,134
Physical Disability,142,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,with_only_children,0
Physical Disability,142,7,1,all_persons,2020-06-01,2020-06-30,Q13a1,unknown_household_type,0
