length_participation,total,population,start_date,end_date,question,status,count
30 days or less,22,youth,2020-06-01,2020-06-30,Q27e,leavers,19
30 days or less,22,youth,2020-06-01,2020-06-30,Q27e,stayers,3
31 to 60 days,7,youth,2020-06-01,2020-06-30,Q27e,leavers,2
31 to 60 days,7,youth,2020-06-01,2020-06-30,Q27e,stayers,5
61 to 90 days,3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
61 to 90 days,3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
91 to 180 days,7,youth,2020-06-01,2020-06-30,Q27e,leavers,0
91 to 180 days,7,youth,2020-06-01,2020-06-30,Q27e,stayers,7
181 to 365 days,10,youth,2020-06-01,2020-06-30,Q27e,leavers,2
181 to 365 days,10,youth,2020-06-01,2020-06-30,Q27e,stayers,8
366 to 730 Days (1-2 Yrs),10,youth,2020-06-01,2020-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),10,youth,2020-06-01,2020-06-30,Q27e,stayers,10
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-06-01,2020-06-30,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-06-01,2020-06-30,Q27e,stayers,0
Data Not Collected,0,youth,2020-06-01,2020-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2020-06-01,2020-06-30,Q27e,stayers,0
