dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,37,all_persons,2020-03-01,2020-03-31,Q14b,without_children,28
Yes,37,all_persons,2020-03-01,2020-03-31,Q14b,with_children_and_adults,9
Yes,37,all_persons,2020-03-01,2020-03-31,Q14b,with_only_children,0
Yes,37,all_persons,2020-03-01,2020-03-31,Q14b,unknown_household_type,0
No,160,all_persons,2020-03-01,2020-03-31,Q14b,without_children,119
No,160,all_persons,2020-03-01,2020-03-31,Q14b,with_children_and_adults,41
No,160,all_persons,2020-03-01,2020-03-31,Q14b,with_only_children,0
No,160,all_persons,2020-03-01,2020-03-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2020-03-01,2020-03-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-03-01,2020-03-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2020-03-01,2020-03-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2020-03-01,2020-03-31,Q14b,unknown_household_type,0
Data Not Collected,9,all_persons,2020-03-01,2020-03-31,Q14b,without_children,8
Data Not Collected,9,all_persons,2020-03-01,2020-03-31,Q14b,with_children_and_adults,1
Data Not Collected,9,all_persons,2020-03-01,2020-03-31,Q14b,with_only_children,0
Data Not Collected,9,all_persons,2020-03-01,2020-03-31,Q14b,unknown_household_type,0
