dv_history,total,population,start_date,end_date,question,household_type,count
Yes,206,all_persons,2020-03-01,2020-03-31,Q14a,without_children,155
Yes,206,all_persons,2020-03-01,2020-03-31,Q14a,with_children_and_adults,51
Yes,206,all_persons,2020-03-01,2020-03-31,Q14a,with_only_children,0
Yes,206,all_persons,2020-03-01,2020-03-31,Q14a,unknown_household_type,0
No,622,all_persons,2020-03-01,2020-03-31,Q14a,without_children,506
No,622,all_persons,2020-03-01,2020-03-31,Q14a,with_children_and_adults,112
No,622,all_persons,2020-03-01,2020-03-31,Q14a,with_only_children,0
No,622,all_persons,2020-03-01,2020-03-31,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q14a,without_children,6
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q14a,unknown_household_type,0
Data Not Collected,18,all_persons,2020-03-01,2020-03-31,Q14a,without_children,13
Data Not Collected,18,all_persons,2020-03-01,2020-03-31,Q14a,with_children_and_adults,5
Data Not Collected,18,all_persons,2020-03-01,2020-03-31,Q14a,with_only_children,0
Data Not Collected,18,all_persons,2020-03-01,2020-03-31,Q14a,unknown_household_type,0
