veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_households,2020-03-01,2020-03-31,Q25b,without_children,15
Chronically Homeless Veteran,15,all_households,2020-03-01,2020-03-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,15,all_households,2020-03-01,2020-03-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,31,all_households,2020-03-01,2020-03-31,Q25b,without_children,27
Non-Chronically Homeless Veteran,31,all_households,2020-03-01,2020-03-31,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,31,all_households,2020-03-01,2020-03-31,Q25b,unknown_household_type,1
Not a Veteran,640,all_households,2020-03-01,2020-03-31,Q25b,without_children,542
Not a Veteran,640,all_households,2020-03-01,2020-03-31,Q25b,with_children_and_adults,96
Not a Veteran,640,all_households,2020-03-01,2020-03-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2020-03-01,2020-03-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2020-03-01,2020-03-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2020-03-01,2020-03-31,Q25b,unknown_household_type,0
Data Not Collected,3,all_households,2020-03-01,2020-03-31,Q25b,without_children,3
Data Not Collected,3,all_households,2020-03-01,2020-03-31,Q25b,with_children_and_adults,0
Data Not Collected,3,all_households,2020-03-01,2020-03-31,Q25b,unknown_household_type,0
