ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,133,all_persons,2020-03-01,2020-03-31,Q26b,without_children,115
Chronically Homeless ,133,all_persons,2020-03-01,2020-03-31,Q26b,with_children_and_adults,18
Chronically Homeless ,133,all_persons,2020-03-01,2020-03-31,Q26b,with_only_children,0
Chronically Homeless ,133,all_persons,2020-03-01,2020-03-31,Q26b,unknown_household_type,0
Not Chronically Homeless,943,all_persons,2020-03-01,2020-03-31,Q26b,without_children,536
Not Chronically Homeless,943,all_persons,2020-03-01,2020-03-31,Q26b,with_children_and_adults,381
Not Chronically Homeless,943,all_persons,2020-03-01,2020-03-31,Q26b,with_only_children,14
Not Chronically Homeless,943,all_persons,2020-03-01,2020-03-31,Q26b,unknown_household_type,12
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q26b,without_children,6
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,6,all_persons,2020-03-01,2020-03-31,Q26b,unknown_household_type,0
Data Not Collected,30,all_persons,2020-03-01,2020-03-31,Q26b,without_children,23
Data Not Collected,30,all_persons,2020-03-01,2020-03-31,Q26b,with_children_and_adults,5
Data Not Collected,30,all_persons,2020-03-01,2020-03-31,Q26b,with_only_children,1
Data Not Collected,30,all_persons,2020-03-01,2020-03-31,Q26b,unknown_household_type,1
