count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,411,101,164,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,125
None,411,101,164,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,12
None,411,101,164,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,9
1 Condition,190,19,6,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,164
1 Condition,190,19,6,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,0
1 Condition,190,19,6,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,1
2 Conditions,87,6,1,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,80
2 Conditions,87,6,1,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,0
2 Conditions,87,6,1,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,0
3+ Conditions,73,1,0,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,72
3+ Conditions,73,1,0,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,0
3+ Conditions,73,1,0,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,0
Condition Unknown,18,2,1,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,15
Condition Unknown,18,2,1,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,0
Condition Unknown,18,2,1,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,0
Data Not Collected,48,8,25,all_persons,2020-03-01,2020-03-31,Q13c2,without_children,9
Data Not Collected,48,8,25,all_persons,2020-03-01,2020-03-31,Q13c2,with_only_children,3
Data Not Collected,48,8,25,all_persons,2020-03-01,2020-03-31,Q13c2,unknown_household_type,3
