conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,15
Mental Health Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,9
Mental Health Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,6
Alcohol Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,6
Alcohol Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,1
Drug Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Both Alcohol and Drug Use Disorders,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,2
Chronic Health Condition,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,14
Chronic Health Condition,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,11
Chronic Health Condition,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,3
HIV/AIDS,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,3
HIV/AIDS,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,4
Development Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,2
Physical Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_start,19
Physical Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_latest_assessment_for_stayers,13
Physical Disability,veterans,2020-03-01,2020-03-31,Q25e,conditions_at_exit_for_leavers,6
