count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,149,21,34,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,94
None,149,21,34,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
None,149,21,34,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
1 Condition,46,8,2,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,36
1 Condition,46,8,2,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
1 Condition,46,8,2,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
2 Conditions,32,1,3,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,28
2 Conditions,32,1,3,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
2 Conditions,32,1,3,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
3+ Conditions,18,1,0,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,17
3+ Conditions,18,1,0,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
3+ Conditions,18,1,0,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
Condition Unknown,37,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,37
Condition Unknown,37,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
Condition Unknown,37,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
Data Not Collected,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,without_children,1
Data Not Collected,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,with_only_children,0
Data Not Collected,1,0,0,all_persons,2020-03-01,2020-03-31,Q13b2,unknown_household_type,0
