ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),632,all_persons,2016-08-01,2016-08-31,Q12b,without_children,278
Non-Hispanic/Non-Latin(a)(o)(x),632,all_persons,2016-08-01,2016-08-31,Q12b,with_children_and_adults,349
Non-Hispanic/Non-Latin(a)(o)(x),632,all_persons,2016-08-01,2016-08-31,Q12b,with_only_children,4
Non-Hispanic/Non-Latin(a)(o)(x),632,all_persons,2016-08-01,2016-08-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),70,all_persons,2016-08-01,2016-08-31,Q12b,without_children,23
Hispanic/Latin(a)(o)(x),70,all_persons,2016-08-01,2016-08-31,Q12b,with_children_and_adults,46
Hispanic/Latin(a)(o)(x),70,all_persons,2016-08-01,2016-08-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),70,all_persons,2016-08-01,2016-08-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-08-01,2016-08-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-08-01,2016-08-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-08-01,2016-08-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-08-01,2016-08-31,Q12b,unknown_household_type,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12b,without_children,1
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12b,with_children_and_adults,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12b,with_only_children,0
Data Not Collected,3,all_persons,2016-08-01,2016-08-31,Q12b,unknown_household_type,2
